Right_Shank_Ax,Right_Shank_Az,Right_Shank_Gy,Left_Shank_Ax,Left_Shank_Az,Left_Shank_Gy,Mode,phase
1.75,0.02,2.57,1.08,-0.38,2.03,1,3
1.755,0.0175,2.575,1.08,-0.38,2.03,1,3
1.758,0.016,2.578,1.088,-0.412,2.06,1,3
1.762,0.014,2.582,1.096,-0.444,2.09,1,3
1.764,0.012,2.59,1.104,-0.476,2.12,1,3
1.766,0.01,2.598,1.112,-0.508,2.15,1,3
1.76,0.006,2.604,1.104,-0.53,2.208,1,3
1.752,-0.024,2.612,1.084,-0.508,2.258,1,3
1.744,-0.054,2.62,1.072,-0.462,2.324,1,3
1.726,-0.108,2.62,1.06,-0.416,2.39,1,3
1.708,-0.162,2.62,1.036,-0.344,2.462,1,3
1.694,-0.212,2.618,1.028,-0.282,2.506,1,3
1.67,-0.254,2.606,1.01,-0.198,2.528,1,3
1.646,-0.296,2.594,0.972,-0.112,2.53,1,3
1.63,-0.328,2.578,0.934,-0.026,2.532,1,3
1.614,-0.36,2.562,0.91,0.034,2.52,1,3
1.598,-0.392,2.546,0.894,0.096,2.482,1,3
1.594,-0.406,2.538,0.892,0.124,2.444,1,3
1.59,-0.42,2.53,0.902,0.126,2.41,1,3
1.572,-0.434,2.52,0.912,0.128,2.376,1,3
1.554,-0.448,2.51,0.916,0.14,2.34,1,3
1.536,-0.462,2.5,0.912,0.15,2.33,1,3
1.5,-0.476,2.476,0.908,0.16,2.32,1,3
1.464,-0.49,2.452,0.926,0.16,2.286,1,3
1.446,-0.49,2.438,0.944,0.16,2.252,1,4
1.428,-0.49,2.424,0.966,0.15,2.228,1,4
1.39,-0.504,2.396,0.988,0.14,2.204,1,4
1.37,-0.518,2.382,1.008,0.058,2.154,1,4
1.342,-0.508,2.35,1.006,-0.014,2.128,1,4
1.304,-0.526,2.3,1.006,-0.062,2.076,1,4
1.266,-0.544,2.25,1.006,-0.11,2.024,1,4
1.224,-0.536,2.192,1.028,-0.226,1.942,1,4
1.13,-0.546,2.086,1.05,-0.27,1.85,1,4
0.906,-0.566,1.928,1.072,-0.35,1.724,1,4
0.692,-0.558,1.788,1.092,-0.44,1.596,1,4
0.34,-0.56,1.596,1.112,-0.53,1.468,1,4
-0.036,-0.522,1.31,1.11,-0.552,1.37,1,4
-0.36,-0.466,1.072,1.094,-0.558,1.296,1,4
-0.482,-0.41,0.844,1.082,-0.514,1.236,1,4
-0.604,-0.354,0.616,1.046,-0.498,1.194,1,4
-0.588,-0.288,0.44,1.02,-0.428,1.146,1,4
-0.474,-0.292,0.324,0.994,-0.358,1.098,1,4
-0.36,-0.296,0.208,0.992,-0.338,1.052,1,4
-0.278,-0.322,0.108,0.974,-0.278,1.018,1,4
-0.196,-0.348,0.00800000000000001,0.978,-0.21,0.996,1,4
-0.114,-0.374,-0.092,0.976,-0.162,0.982,1,4
-0.082,-0.382,-0.136,0.974,-0.114,0.968,1,4
-0.028,-0.394,-0.21,0.964,-0.032,0.964,1,4
-0.006,-0.398,-0.24,0.966,-0.004,0.968,1,4
0.016,-0.402,-0.27,0.972,0.034,0.974,1,4
0.038,-0.406,-0.3,0.974,0.038,0.978,1,4
0.102,-0.404,-0.344,0.978,0.05,0.984,1,4
0.144,-0.398,-0.358,0.982,0.062,0.99,1,4
0.186,-0.392,-0.372,0.986,0.074,0.996,1,4
0.254,-0.366,-0.394,0.988,0.082,0.998,1,4
0.322,-0.34,-0.416,0.99,0.09,1,1,4
0.348,-0.32,-0.424,0.988,0.092,0.998,1,4
0.374,-0.3,-0.432,0.986,0.094,0.996,1,4
0.416,-0.268,-0.444,0.984,0.096,0.994,1,4
0.432,-0.256,-0.448,0.988,0.1,0.982,1,4
0.448,-0.244,-0.452,0.992,0.104,0.97,1,4
0.468,-0.202,-0.46,0.998,0.106,0.96,1,4
0.488,-0.16,-0.468,1.006,0.108,0.94,1,4
0.492,-0.13,-0.472,1.014,0.11,0.92,1,4
0.496,-0.1,-0.476,1.016,0.11,0.91,1,4
0.498,-0.048,-0.484,1.018,0.11,0.9,1,4
0.496,-0.026,-0.488,1.02,0.11,0.89,1,4
0.494,-0.004,-0.492,1.02,0.116,0.878,1,4
0.492,0.018,-0.496,1.02,0.122,0.866,1,4
0.49,0.04,-0.5,1.024,0.124,0.844,1,4
0.474,0.05,-0.506,1.028,0.126,0.822,1,4
0.458,0.06,-0.512,1.032,0.128,0.8,1,4
0.434,0.076,-0.526,1.036,0.124,0.79,1,4
0.41,0.092,-0.54,1.04,0.12,0.78,1,4
0.386,0.108,-0.554,1.036,0.118,0.776,1,4
0.378,0.114,-0.562,1.032,0.116,0.772,1,4
0.37,0.13,-0.58,1.028,0.114,0.768,1,4
0.37,0.14,-0.59,1.024,0.092,0.758,1,4
0.37,0.15,-0.6,1.02,0.07,0.748,1,4
0.362,0.146,-0.622,1.02,0.05,0.742,1,4
0.354,0.142,-0.644,1.02,0.03,0.736,1,4
0.346,0.128,-0.656,1.02,-0.004,0.728,1,4
0.338,0.114,-0.668,1.02,-0.018,0.726,1,4
0.326,0.1,-0.694,1.02,-0.032,0.724,1,4
0.322,0.1,-0.708,1.02,-0.046,0.722,1,4
0.318,0.1,-0.722,1.02,-0.074,0.716,1,4
0.314,0.1,-0.736,1.02,-0.088,0.712,1,4
0.312,0.072,-0.766,1.02,-0.102,0.708,1,4
0.314,0.044,-0.782,1.018,-0.12,0.704,1,4
0.316,0.016,-0.798,1.016,-0.138,0.7,1,4
0.318,-0.012,-0.814,1.014,-0.142,0.7,1,4
0.318,-0.05,-0.846,1.012,-0.146,0.7,1,4
0.316,-0.06,-0.862,1.01,-0.15,0.7,1,4
0.314,-0.07,-0.878,1.01,-0.14,0.698,1,4
0.312,-0.08,-0.894,1.01,-0.13,0.696,1,4
0.304,-0.118,-0.93,1.01,-0.12,0.694,1,4
0.298,-0.146,-0.95,1.01,-0.11,0.692,1,4
0.292,-0.174,-0.97,1.016,-0.104,0.684,1,4
0.286,-0.202,-0.99,1.022,-0.108,0.678,1,4
0.28,-0.23,-1.01,1.028,-0.112,0.672,1,4
0.274,-0.246,-1.032,1.034,-0.116,0.666,1,4
0.268,-0.262,-1.054,1.04,-0.12,0.66,1,4
0.262,-0.278,-1.076,1.044,-0.12,0.644,1,4
0.254,-0.304,-1.126,1.048,-0.12,0.628,1,4
0.246,-0.33,-1.176,1.052,-0.12,0.612,1,4
0.244,-0.34,-1.204,1.046,-0.096,0.59,1,4
0.242,-0.35,-1.232,1.04,-0.072,0.568,1,4
0.234,-0.404,-1.29,1.03,-0.048,0.562,1,4
0.228,-0.448,-1.32,1.02,-0.024,0.556,1,4
0.222,-0.492,-1.35,1.012,-0.018,0.538,1,4
0.216,-0.536,-1.38,1.014,-0.036,0.526,1,4
0.21,-0.58,-1.41,1.016,-0.054,0.514,1,4
0.214,-0.58,-1.448,1.02,-0.062,0.496,1,4
0.236,-0.582,-1.636,1.018,-0.074,0.472,1,4
0.272,-0.568,-1.89,1.01,-0.068,0.46,1,4
0.308,-0.554,-2.144,1.002,-0.062,0.448,1,4
0.344,-0.54,-2.398,0.986,-0.022,0.446,1,4
0.386,-0.518,-2.75,0.968,0.008,0.45,1,4
0.41,-0.494,-2.952,0.956,0.048,0.464,1,4
0.42,-0.486,-3.088,0.946,0.094,0.486,1,4
0.434,-0.476,-3.25,0.936,0.14,0.508,1,4
0.448,-0.466,-3.412,0.934,0.152,0.52,1,4
0.452,-0.464,-3.438,0.93,0.162,0.54,1,4
0.456,-0.434,-3.488,0.926,0.166,0.556,1,4
0.46,-0.404,-3.538,0.924,0.164,0.564,1,4
0.46,-0.376,-3.562,0.922,0.162,0.572,1,4
0.46,-0.348,-3.586,0.92,0.16,0.592,1,4
0.46,-0.32,-3.61,0.92,0.16,0.604,1,4
0.476,-0.336,-3.632,0.92,0.16,0.616,1,4
0.492,-0.352,-3.654,0.92,0.16,0.628,1,4
0.508,-0.368,-3.676,0.924,0.152,0.65,1,4
0.538,-0.374,-3.718,0.928,0.144,0.66,1,4
0.568,-0.38,-3.76,0.932,0.136,0.67,1,4
0.592,-0.358,-3.798,0.944,0.114,0.698,1,4
0.616,-0.336,-3.836,0.956,0.092,0.726,1,4
0.68,-0.324,-3.906,0.964,0.078,0.744,1,4
0.738,-0.318,-3.962,0.97,0.06,0.778,1,4
0.796,-0.312,-4.018,0.976,0.042,0.812,1,4
0.846,-0.33,-4.058,0.976,0.034,0.832,1,4
0.882,-0.412,-4.118,0.976,0.026,0.852,1,4
0.878,-0.484,-4.146,0.976,0.018,0.872,1,4
0.866,-0.56,-4.168,0.976,0.02,0.886,1,4
0.854,-0.636,-4.19,0.976,0.022,0.9,1,4
0.84,-0.702,-4.22,0.974,0.028,0.91,1,4
0.84,-0.704,-4.23,0.972,0.034,0.92,1,4
0.836,-0.696,-4.254,0.966,0.04,0.938,1,4
0.832,-0.688,-4.278,0.964,0.046,0.958,1,4
0.838,-0.646,-4.344,0.962,0.052,0.978,1,4
0.848,-0.594,-4.41,0.958,0.058,1.004,1,4
0.858,-0.542,-4.476,0.954,0.054,1.034,1,4
0.872,-0.5,-4.528,0.952,0.044,1.058,1,4
0.892,-0.452,-4.588,0.948,0.028,1.07,1,4
0.902,-0.438,-4.606,0.944,0.012,1.082,1,4
0.908,-0.432,-4.614,0.942,-0.004,1.088,1,4
0.92,-0.412,-4.626,0.942,-0.014,1.092,1,4
0.932,-0.392,-4.638,0.944,-0.018,1.094,1,4
0.938,-0.378,-4.642,0.946,-0.022,1.096,1,4
0.944,-0.364,-4.646,0.948,-0.034,1.098,1,4
0.964,-0.312,-4.644,0.95,-0.046,1.1,1,4
0.978,-0.274,-4.638,0.948,-0.058,1.102,1,4
0.992,-0.236,-4.632,0.944,-0.072,1.108,1,4
1.022,-0.188,-4.608,0.94,-0.086,1.114,1,4
1.052,-0.14,-4.584,0.944,-0.102,1.124,1,4
1.074,-0.116,-4.558,0.948,-0.118,1.134,1,4
1.096,-0.092,-4.532,0.952,-0.13,1.142,1,4
1.122,-0.072,-4.5,0.958,-0.14,1.146,1,4
1.132,-0.062,-4.486,0.964,-0.15,1.15,1,4
1.152,-0.046,-4.464,0.962,-0.15,1.15,1,4
1.166,-0.044,-4.45,0.96,-0.15,1.15,1,4
1.192,-0.066,-4.416,0.964,-0.146,1.148,1,4
1.216,-0.108,-4.384,0.97,-0.138,1.146,1,4
1.24,-0.15,-4.352,0.97,-0.126,1.146,1,4
1.254,-0.198,-4.328,0.97,-0.124,1.144,1,4
1.27,-0.272,-4.306,0.97,-0.122,1.142,1,4
1.274,-0.322,-4.304,0.966,-0.124,1.142,1,4
1.276,-0.348,-4.306,0.964,-0.13,1.14,1,4
1.278,-0.374,-4.308,0.966,-0.146,1.136,1,4
1.28,-0.4,-4.31,0.972,-0.156,1.13,1,4
1.268,-0.388,-4.31,0.978,-0.166,1.124,1,4
1.256,-0.376,-4.31,0.978,-0.18,1.114,1,4
1.248,-0.37,-4.294,0.974,-0.194,1.106,1,4
1.242,-0.37,-4.268,0.972,-0.202,1.098,1,4
1.236,-0.37,-4.242,0.966,-0.198,1.092,1,4
1.244,-0.382,-4.194,0.954,-0.194,1.088,1,4
1.252,-0.394,-4.146,0.948,-0.186,1.088,1,4
1.256,-0.4,-4.114,0.942,-0.178,1.088,1,4
1.28,-0.41,-4.074,0.936,-0.17,1.088,1,4
1.304,-0.42,-4.034,0.936,-0.154,1.094,1,4
1.326,-0.43,-4.016,0.942,-0.138,1.098,1,4
1.348,-0.44,-3.998,0.948,-0.122,1.102,1,4
1.376,-0.446,-3.962,0.958,-0.1,1.112,1,4
1.382,-0.442,-3.944,0.968,-0.078,1.122,1,4
1.388,-0.438,-3.926,0.972,-0.072,1.128,1,4
1.404,-0.436,-3.888,0.98,-0.06,1.14,1,4
1.42,-0.434,-3.85,0.988,-0.048,1.152,1,4
1.43,-0.436,-3.83,0.992,-0.042,1.158,1,4
1.458,-0.448,-3.786,0.996,-0.036,1.164,1,4
1.486,-0.46,-3.742,0.994,-0.024,1.178,1,4
1.504,-0.47,-3.718,0.988,-0.018,1.186,1,4
1.522,-0.48,-3.694,0.982,-0.012,1.194,1,4
1.532,-0.488,-3.644,0.966,-0.004,1.21,1,4
1.524,-0.486,-3.618,0.95,0.004,1.226,1,4
1.516,-0.484,-3.592,0.94,0.006,1.234,1,4
1.508,-0.482,-3.566,0.93,0.008,1.242,1,4
1.512,-0.486,-3.512,0.92,0.01,1.25,1,4
1.524,-0.492,-3.484,0.93,0.006,1.258,1,4
1.536,-0.498,-3.456,0.94,0.002,1.266,1,4
1.542,-0.482,-3.396,0.95,-0.002,1.274,1,4
1.548,-0.466,-3.336,0.96,-0.004,1.29,1,4
1.542,-0.444,-3.304,0.97,-0.006,1.306,1,4
1.536,-0.422,-3.272,0.97,-0.004,1.314,1,4
1.538,-0.436,-3.21,0.97,-0.002,1.322,1,4
1.546,-0.472,-3.18,0.97,0,1.33,1,4
1.554,-0.508,-3.15,0.966,-0.014,1.336,1,4
