Right_Shank_Ax,Right_Shank_Az,Right_Shank_Gy,Left_Shank_Ax,Left_Shank_Az,Left_Shank_Gy,Mode,phase
1.43666666666667,0.16,-2.89,0.99,-0.09,0.49,1,4
1.435,0.16,-2.865,0.99,-0.095,0.4925,1,4
1.42,0.14,-2.82,0.99,-0.098,0.494,1,4
1.4,0.112,-2.746,0.992,-0.108,0.496,1,4
1.384,0.1,-2.682,0.998,-0.118,0.496,1,4
1.366,0.08,-2.634,0.994,-0.124,0.496,1,4
1.332,0.046,-2.53,0.99,-0.13,0.496,1,4
1.312,0.032,-2.456,0.986,-0.142,0.502,1,4
1.292,0.018,-2.382,0.982,-0.154,0.508,1,4
1.218,-0.036,-2.15,0.978,-0.166,0.514,1,4
1.146,-0.106,-1.898,0.98,-0.172,0.518,1,4
1.09,-0.162,-1.702,0.98,-0.18,0.52,1,4
1.034,-0.218,-1.506,0.976,-0.19,0.514,1,4
1.024,-0.236,-1.212,0.976,-0.196,0.484,1,4
1.046,-0.252,-0.976,0.976,-0.202,0.454,1,4
1.066,-0.252,-0.76,0.978,-0.212,0.424,1,4
1.068,-0.248,-0.506,0.978,-0.216,0.394,1,4
1.07,-0.244,-0.252,0.98,-0.21,0.366,1,4
1.026,-0.278,-0.096,0.98,-0.204,0.374,1,4
1.002,-0.264,-0.04,0.978,-0.196,0.384,1,4
0.978,-0.246,0.034,0.976,-0.188,0.394,1,4
0.968,-0.238,0.1,0.978,-0.184,0.406,1,4
0.958,-0.23,0.166,0.982,-0.178,0.42,1,4
0.944,-0.218,0.242,0.98,-0.172,0.424,1,4
0.936,-0.216,0.3,0.982,-0.168,0.43,1,4
0.924,-0.22,0.358,0.984,-0.164,0.436,1,4
0.912,-0.218,0.392,0.982,-0.154,0.444,1,4
0.9,-0.216,0.426,0.974,-0.152,0.466,1,4
0.89,-0.216,0.454,0.97,-0.152,0.492,1,4
0.88,-0.216,0.482,0.96,-0.154,0.518,1,4
0.978,-0.176,0.488,0.952,-0.158,0.544,1,4
1.176,-0.108,0.496,0.948,-0.168,0.568,1,4
1.296,-0.034,0.514,0.952,-0.18,0.578,1,4
1.34,0.05,0.53,0.946,-0.192,0.584,1,4
1.378,0.236,0.48,0.952,-0.208,0.586,1,4
1.312,0.384,0.434,0.958,-0.226,0.586,1,4
1.122,0.504,0.35,0.964,-0.244,0.586,1,4
0.998,0.61,0.234,1,-0.246,0.582,1,4
1.002,0.662,0.122,1.112,-0.244,0.584,1,0
1.012,0.612,0.076,1.14,-0.2,0.612,1,0
1.044,0.532,0.21,1.166,-0.152,0.642,1,0
1.104,0.452,0.374,1.224,-0.084,0.768,1,0
1.168,0.364,0.604,1.25,-0.034,0.902,1,0
1.174,0.312,0.842,1.206,0.014,1.03,1,0
1.18,0.26,1.08,1.24,0.032,1.136,1,0
1.148,0.228,1.148,1.274,0.05,1.242,1,0
1.098,0.194,1.22,1.276,0.048,1.252,1,0
1.054,0.174,1.25,1.276,0.08,1.264,1,0
1.016,0.164,1.264,1.276,0.112,1.276,1,0
0.976,0.148,1.274,1.274,0.138,1.284,1,0
0.952,0.142,1.274,1.27,0.154,1.302,1,0
0.928,0.124,1.254,1.264,0.174,1.33,1,0
0.9,0.106,1.222,1.26,0.168,1.35,1,0
0.874,0.084,1.192,1.254,0.164,1.38,1,0
0.854,0.068,1.158,1.248,0.16,1.41,1,0
0.846,0.048,1.116,1.244,0.166,1.43,1,0
0.852,0.03,1.082,1.242,0.168,1.44,1,0
0.864,0.014,1.058,1.24,0.186,1.462,1,0
0.876,-0.002,1.034,1.24,0.202,1.474,1,0
0.886,-0.024,1.008,1.24,0.218,1.486,1,0
0.884,-0.042,0.99,1.24,0.234,1.498,1,0
0.886,-0.048,0.98,1.238,0.24,1.522,1,0
0.888,-0.054,0.97,1.236,0.23,1.534,1,0
0.892,-0.066,0.952,1.238,0.224,1.556,1,0
0.894,-0.072,0.944,1.24,0.218,1.578,1,0
0.896,-0.078,0.936,1.242,0.212,1.6,1,0
0.898,-0.084,0.928,1.252,0.222,1.618,1,0
0.904,-0.094,0.912,1.262,0.232,1.636,1,0
0.908,-0.098,0.904,1.268,0.238,1.644,1,0
0.912,-0.102,0.896,1.274,0.244,1.652,1,0
0.932,-0.106,0.88,1.282,0.252,1.67,1,0
0.952,-0.11,0.864,1.288,0.258,1.688,1,0
0.97,-0.116,0.844,1.294,0.264,1.706,1,0
0.97,-0.12,0.818,1.302,0.274,1.742,1,0
0.97,-0.124,0.792,1.31,0.284,1.778,1,0
0.954,-0.128,0.774,1.316,0.292,1.804,1,0
0.952,-0.12,0.75,1.32,0.294,1.832,1,0
0.948,-0.106,0.738,1.324,0.296,1.86,1,0
0.962,-0.094,0.732,1.326,0.294,1.87,1,0
0.994,-0.066,0.724,1.328,0.292,1.88,1,0
1.026,-0.038,0.716,1.334,0.278,1.904,1,0
1.038,-0.016,0.71,1.35,0.254,1.932,1,0
1.05,0.006,0.704,1.366,0.23,1.96,1,0
1.054,0.034,0.694,1.382,0.206,1.988,1,0
1.042,0.056,0.684,1.398,0.182,2.016,1,0
1.048,0.096,0.68,1.416,0.13,2.05,1,0
1.06,0.13,0.68,1.422,0.09,2.07,1,0
1.072,0.16,0.682,1.424,0.03,2.096,1,1
1.08,0.184,0.694,1.426,-0.03,2.122,1,1
1.086,0.198,0.708,1.428,-0.09,2.148,1,1
1.074,0.198,0.72,1.424,-0.122,2.156,1,1
1.062,0.198,0.732,1.42,-0.154,2.164,1,1
1.046,0.194,0.75,1.42,-0.166,2.166,1,1
1.042,0.19,0.762,1.408,-0.206,2.17,1,1
1.038,0.186,0.774,1.396,-0.246,2.174,1,1
1.034,0.178,0.782,1.384,-0.274,2.176,1,1
1.038,0.192,0.794,1.364,-0.3,2.176,1,1
1.046,0.214,0.798,1.344,-0.326,2.176,1,1
1.054,0.236,0.802,1.336,-0.324,2.174,1,1
1.062,0.258,0.806,1.328,-0.322,2.172,1,1
1.068,0.264,0.818,1.322,-0.326,2.168,1,1
1.066,0.248,0.826,1.332,-0.33,2.168,1,1
1.056,0.23,0.838,1.342,-0.334,2.168,1,1
1.046,0.212,0.85,1.352,-0.338,2.168,1,1
1.036,0.198,0.866,1.362,-0.342,2.168,1,1
1.028,0.2,0.874,1.392,-0.338,2.168,1,1
1.02,0.202,0.882,1.414,-0.336,2.166,1,1
1.026,0.208,0.892,1.436,-0.334,2.164,1,1
1.032,0.214,0.902,1.466,-0.324,2.164,1,1
1.038,0.216,0.908,1.496,-0.314,2.164,1,1
1.044,0.218,0.914,1.504,-0.304,2.164,1,1
1.052,0.214,0.924,1.512,-0.294,2.164,1,1
1.054,0.208,0.928,1.52,-0.284,2.164,1,1
1.044,0.194,0.934,1.52,-0.282,2.162,1,1
