Right_Shank_Ax,Right_Shank_Az,Right_Shank_Gy,Left_Shank_Ax,Left_Shank_Az,Left_Shank_Gy,Mode,phase
1.07666666666667,-0.133333333333333,1.25333333333333,0.936666666666667,-0.526666666666667,-1.69333333333333,1,2
1.075,-0.13,1.255,0.92,-0.5475,-1.6275,1,2
1.068,-0.128,1.256,0.898,-0.558,-1.55,1,2
1.06,-0.124,1.258,0.848,-0.594,-1.352,1,2
1.052,-0.12,1.26,0.81,-0.596,-1.24,1,2
1.064,-0.126,1.264,0.778,-0.58,-1.122,1,2
1.07,-0.182,1.29,0.746,-0.564,-1.004,1,2
1.08,-0.24,1.32,0.728,-0.528,-0.572,1,2
1.106,-0.278,1.354,0.818,-0.488,-0.138,1,2
1.13,-0.31,1.392,1.024,-0.364,0.464,1,2
1.176,-0.278,1.494,1.172,-0.278,1.032,1,2
1.228,-0.196,1.574,1.294,-0.138,1.618,1,3
1.318,-0.086,1.712,1.332,0.022,1.79,1,3
1.398,-0.02,1.862,1.274,0.174,1.922,1,3
1.478,0.046,2.024,1.1,0.242,1.886,1,3
1.518,0.054,2.118,1.012,0.198,1.97,1,3
1.568,0.058,2.238,0.95,0.1,2.036,1,3
1.594,0.03,2.308,0.902,-0.03,2.212,1,3
1.618,0.022,2.372,0.85,-0.17,2.4,1,3
1.644,0.008,2.42,0.808,-0.322,2.592,1,3
1.672,-0.012,2.478,0.75,-0.364,2.646,1,3
1.694,-0.04,2.532,0.692,-0.406,2.7,1,3
1.706,-0.052,2.58,0.734,-0.452,2.692,1,3
1.712,-0.136,2.614,0.812,-0.432,2.398,1,3
1.718,-0.22,2.648,0.88,-0.4,2.1,1,3
1.686,-0.314,2.66,0.944,-0.338,1.812,1,3
1.65,-0.396,2.65,1.004,-0.256,1.494,1,3
1.6,-0.5,2.62,1.034,-0.18,1.168,1,3
1.552,-0.528,2.594,1.032,-0.16,1.116,1,3
1.504,-0.556,2.568,1.03,-0.14,1.064,1,4
1.462,-0.566,2.542,1.028,-0.12,1.012,1,4
1.42,-0.576,2.516,1.026,-0.108,0.976,1,4
1.39,-0.574,2.504,1.022,-0.096,0.962,1,4
1.36,-0.572,2.492,1.018,-0.084,0.948,1,4
